gene	lowMean	highMean	logFC	pValue	fdr
CA4	0.476078884462151	2.495675	2.39015752351331	9.68730062438702e-31	1.4546104255993e-28
PRR15L	13.0851418326693	31.4602768	1.2656018020601	1.17354510192788e-27	1.52379445650326e-25
HORMAD2-AS1	0.122227490039841	0.3009172	1.29979777494713	9.95563103715799e-17	5.97293417448064e-15
MS4A6E	0.148818725099602	0.336632	1.17761625994658	2.23320730362326e-13	9.9916452186669e-12
RN7SKP18	0.0436250996015936	0.3182436	2.86690117097857	9.01985656836925e-23	8.56663268002222e-21
LINC01708	0.0479784860557769	0.113879	1.24704218985371	8.0669125598493e-05	0.000721298987969493
PNMA8C	0.0461549800796813	0.1162974	1.33326061675146	6.57845276131462e-05	0.000603878597399639
ZBTB16	0.784228685258964	2.5826208	1.71948951320569	1.49129810266259e-20	1.22204604888308e-18
AL445183.2	0.0470175298804781	0.1116626	1.2478754014876	0.000145012011992762	0.00119595976015387
GKN2	0.271976494023904	4.447384	4.03140310163566	9.40595825048704e-55	6.65298278569975e-52
KHDRBS2	0.365135458167331	0.7755168	1.08672625951472	2.23442386102632e-33	3.84979772670932e-31
OR7E11P	0.0175741035856574	0.0702114	1.9982541926788	4.86494786923253e-21	4.11195184997585e-19
AL035670.1	0.00572589641434263	0.0203824	1.83175046061664	6.82062023540587e-08	1.34797522564146e-06
VEPH1	0.789021115537849	2.901041	1.87843487025963	5.65661077522122e-38	1.29947337108031e-35
LINC01127	6.67278725099602	2.8457534	-1.22947885711019	0.00995282857060539	0.0363171499213592
LINC02870	4.00533665338645	1.9979182	-1.00342599136335	3.17838042194016e-05	0.000324329950572922
GPIHBP1	0.934859362549801	4.2927222	2.19907156127554	2.63078190161017e-29	3.56547752450146e-27
GSTA2	2.77463227091633	7.5755942	1.44906247230123	0.00130095763783152	0.00735685659365361
FCER2	1.15194661354582	2.3907254	1.05337457357177	5.42431195921576e-08	1.0962683382838e-06
LINC02772	0.149500398406374	1.7816908	3.57502575472385	1.61551615423618e-55	1.27711303510471e-52
PRTN3	0.0770466135458167	0.1706052	1.14685816826341	6.45911173829398e-06	8.02626006943438e-05
AL358787.2	0.0373589641434263	0.852973	4.51297371627721	1.71952033830517e-57	1.71175065381357e-54
DLC1	4.03389521912351	9.028749	1.16235249520382	1.95794814744354e-20	1.58427718621149e-18
C1QTNF7	0.543833067729084	1.1033228	1.02061916097781	4.38583265248479e-12	1.66736082084139e-10
LRRC52	0.0308804780876494	0.3773364	3.61108428385835	8.04581336104475e-47	3.27659653815395e-44
AL713965.1	0.161969721115538	0.5303996	1.7113555488985	8.79780898584137e-11	2.78274050649306e-09
CCL14	0.0589438247011952	0.1478472	1.32669434018885	5.86163127702581e-15	3.02978702815192e-13
ALPL	32.8054832669323	92.0620324	1.48866931843766	8.91566573794837e-35	1.7364874181491e-32
AC079210.1	0.459381673306773	1.1483494	1.32179645951307	4.37453947744477e-18	2.96916343623133e-16
AL133444.1	0.0427290836653386	0.1687022	1.98118850399724	0.00487053255600521	0.0208389325119879
TNNC1	3.09358326693227	9.449209	1.61091469928632	7.69434066346688e-38	1.75261430807341e-35
CFAP65	0.253682470119522	0.5522364	1.12226215435339	3.53830716686698e-10	1.02591823118717e-08
AC243967.2	0.316446215139442	0.748121	1.24131131591368	4.29025375443487e-08	8.8295130483691e-07
CLDN2	0.759999601593625	4.8470368	2.67303246849194	5.86707012644106e-33	9.79472738251446e-31
ABCC6	1.28788605577689	3.0001812	1.22004467853979	1.33466682722603e-35	2.7384103039833e-33
MUCL3	0.0678494023904383	1.143028	4.07438082589331	1.68475873148458e-57	1.71175065381357e-54
CAPN8	1.38150438247012	8.4789482	2.61764517312945	1.12979195818521e-60	1.5183274126051e-57
MGC27382	0.0700589641434263	0.492026	2.81209299108422	1.63331370541543e-46	6.36234866292115e-44
NME5	0.834279282868526	1.8592242	1.1560984269313	1.03940874042383e-20	8.64929663316152e-19
FAXDC2	3.42430597609562	8.0538178	1.23386121648595	1.95405321486302e-17	1.25648426576766e-15
C13orf46	0.181345816733068	0.7689304	2.08410955230927	6.36320408115224e-35	1.2483956152789e-32
TMEM132D	0.101635059760956	0.3357632	1.72404596181878	5.1119816401675e-34	9.4109481181111e-32
AGBL1	0.0498752988047809	0.1337304	1.42293007081059	1.69766821178201e-20	1.37854761922287e-18
RND1	2.95653107569721	16.4331238	2.47462940440457	2.33629545283424e-49	1.08267153760825e-46
SRGAP3-AS2	1.19586494023904	2.8761956	1.26610732951911	5.7522154171779e-07	9.22482374599687e-06
AC002451.1	0.0339470119521912	0.072148	1.08767480992686	5.82426696572254e-12	2.17725518087191e-10
DPP4	2.39853784860558	6.0812818	1.34222023874445	3.79806017927068e-20	3.02024442303069e-18
TRABD2B	0.536542231075697	1.1312904	1.07620567917029	2.42878067300356e-14	1.18262258929329e-12
AC009549.1	0.43977609561753	1.0779188	1.29340741087147	1.82314006011537e-09	4.78538657575985e-08
PLCXD3	0.418537848605578	1.0507578	1.32800016847787	6.96976945652544e-39	1.70303148593173e-36
TMEM125	11.3194494023904	35.6731316	1.65603408503619	1.64595875055726e-44	5.60001003765545e-42
AL163953.1	1.88758406374502	0.5546128	-1.76698807836605	0.00162186400715516	0.00881170259721505
SILC1	0.00990438247011952	0.0362548	1.87203308298931	5.51884195354404e-23	5.43353238195446e-21
CAPN13	7.81006932270916	16.7696242	1.10244310009827	1.95715004415369e-18	1.36280515250681e-16
AL135960.1	0.0457537848605578	0.1129538	1.30376981023111	2.31105075326068e-09	5.99001177879851e-08
LINC01937	0.0741956175298805	0.2218004	1.5798560876596	2.85597821970651e-18	1.95823935176713e-16
AC025580.1	1.42067768924303	5.5471532	1.96516828418826	3.39446681309657e-35	6.80869246286639e-33
AC087521.1	0.23173187250996	0.4857358	1.06771533388175	4.36593849928713e-12	1.66248427443263e-10
GSTA12P	0.422929880478088	0.2104204	-1.00714391308904	0.00450710887071481	0.0196181493485138
BRINP1	1.32878844621514	3.0199504	1.18441342049433	1.32140766554938e-05	0.000150176724036517
PCDHA12	0.12350796812749	0.2770574	1.16558078047213	1.33433168164774e-21	1.14949253010667e-19
AC010998.1	0.0669796812749004	0.24275	1.85767587958446	3.05066060548417e-25	3.41648565642515e-23
DPPA4	0.093	0.3313648	1.83311773571427	1.16168809613386e-05	0.0001348762533386
SUSD2	7.09875179282869	30.9153524	2.12268617465804	6.85806701193426e-41	1.92011588694551e-38
LRRK2	2.38525059760956	14.8909314	2.64222124385604	4.78796921001246e-54	3.29977016478756e-51
CYP2F1	1.37117051792829	2.9031406	1.08220644887682	0.000363532192783106	0.00258082891643537
AC092153.1	0.0776693227091634	0.172702	1.15286799973857	0.000258646072260192	0.00194512846396459
SYNDIG1L	0.274641434262948	0.6533732	1.25035798303164	1.98067739927989e-27	2.55945418931947e-25
ABCA3	15.1865027888446	60.7909998	2.00106806802218	3.0862009325352e-45	1.07728452811274e-42
AC116407.1	0.361677290836653	1.2308614	1.76689339630131	1.88413530711406e-38	4.4815742287267e-36
AL391807.1	0.0816752988047809	0.1746214	1.09625864048776	1.22418809759708e-06	1.82595603147693e-05
ABCA8	0.690854183266932	1.6911886	1.29158441481876	2.39306534825603e-16	1.371445851395e-14
SULT1C2	0.634498804780877	1.7985898	1.5031768406106	3.99288254290992e-38	9.25178422313214e-36
AC004066.1	0.111190438247012	0.2538336	1.19085032189811	2.27345610397296e-10	6.83511780342117e-09
AGTR2	0.265759760956175	7.1860456	4.75700350432036	1.69155840671025e-52	9.88384931642567e-50
AC005100.1	0.0502517928286853	0.1382948	1.46049993774621	7.21959520991254e-06	8.85660794395387e-05
AL161669.4	1.35263625498008	0.596893	-1.18022968829052	0.00207313071140385	0.0106725928483265
KCNK3	1.70362828685259	5.2897044	1.63457651416004	2.10604425173127e-37	4.6398571637732e-35
RAD17P1	0.0305350597609562	0.235366	2.94636735582979	4.38029374363192e-37	9.49463993881764e-35
CST1	127.554891633466	52.163851	-1.2899959405862	0.000134501450850274	0.00112201427559083
TESC	4.65427450199203	16.541274	1.82944214806992	1.28547745551799e-16	7.59364023064012e-15
CDH10	0.158890039840637	0.3601102	1.18040977302121	8.20388383588621e-14	3.79524939313166e-12
CCDC198	0.0147215139442231	0.0413046	1.48837641609215	3.59351928941194e-05	0.000360129050935176
DUSP26	0.719787250996016	2.1742692	1.59488811965008	0.00158532806152693	0.00865446585590513
NIBAN3	0.551990039840637	1.1345276	1.03937756609266	4.73283163224528e-06	6.13351246921353e-05
ZNF385B	1.23758884462151	3.9491722	1.67401817875883	2.75713172356966e-44	9.12212885080624e-42
ORM1	3.66123187250996	12.6438398	1.78803361107	4.03460325855742e-46	1.46543332950684e-43
PDK4	5.55654262948207	16.3700634	1.55880051019516	4.71275065741007e-26	5.55567158639771e-24
MROH5	0.0335326693227092	0.082042	1.29079533042964	3.0069115948842e-07	5.16090484337787e-06
PRSS57	0.079700796812749	0.1643554	1.04415280503239	4.73085195340284e-05	0.00045526616112983
AL033519.4	0.085495219123506	0.6147566	2.84609966648267	1.80395897175526e-46	6.82912806237153e-44
PALM3	2.05146533864542	4.3872484	1.0966616132841	2.13982248201279e-22	1.99010895057231e-20
HPR	0.164758964143426	0.4165862	1.33825808790587	1.3731898198608e-30	2.02794483396805e-28
LINC00973	0.307043027888446	1.7280064	2.49259581191752	0.000846091841905887	0.00516846739244237
ADAMTS8	0.698317928286853	2.5021632	1.84121997289811	2.21347712321537e-18	1.5254830286611e-16
TMEM100	2.50086015936255	7.2642956	1.53839852165219	2.20252041579755e-28	2.93066058098052e-26
RGS7	0.0757812749003984	0.2121748	1.48534000131269	2.34323458939683e-08	5.05875175050667e-07
AL137018.1	0.029305577689243	0.2470062	3.0753000727479	1.07576123219813e-40	2.92063741404256e-38
CLIC5	1.294696812749	5.1070286	1.97986984580446	1.20694467816446e-35	2.49540454305418e-33
RXRG	0.4913	1.557785	1.66481998724824	1.35822699771967e-17	8.83932814641871e-16
SCN7A	0.862342629482072	2.1797624	1.33783778011184	3.0779286309455e-19	2.27902384965711e-17
MT1JP	0.100575697211155	0.2299236	1.19287281684865	8.17203181299418e-08	1.58275706948614e-06
AC008703.1	0.022	0.263724	3.58345343966807	2.48411228967329e-29	3.40652908784891e-27
MROH2B	0.00965378486055777	0.0279778	1.53511594133692	1.82391274451414e-06	2.62525314977392e-05
C20orf85	9.73176533864542	20.2664106	1.05831715636345	5.29617732418759e-08	1.07353434479272e-06
TGM2	61.1398685258964	151.6504844	1.31056475121245	2.09993755567154e-27	2.70057998188228e-25
NPY4R2	0.0697709163346614	0.2228858	1.67560701929593	6.70585538972463e-11	2.15856264868286e-09
LINC02471	0.0305848605577689	0.389766	3.67171864348075	2.51203228482704e-58	2.70073615006325e-55
AL365226.1	0.6311	5.0684438	3.00560232589374	1.20100726636993e-07	2.23860425142101e-06
OTOP2	0.885208366533864	0.3859628	-1.19755528295252	0.000123579465302486	0.00104583402657438
AP003080.1	0.129824701195219	0.2822168	1.12023896733589	7.82282516969132e-07	1.22245287738932e-05
C8A	0.0702111553784861	0.141209	1.00805986819076	3.53358087941492e-26	4.20245959632364e-24
FMO5	1.86850517928287	4.5584928	1.28667233418044	3.74818879772863e-28	4.93842247575246e-26
CATSPERD	0.187994422310757	0.4969448	1.40239574936252	2.31442245046115e-05	0.000244813249206985
C9orf135	0.722326294820717	2.0515752	1.50600944201405	5.50643089274505e-11	1.80270218678686e-09
LRRC18	0.313370916334661	0.6667236	1.08921750423302	9.48814694847062e-12	3.42772061399185e-10
DIRAS3	2.29553505976096	11.634294	2.3414812951688	4.85568670474674e-05	0.000465778541221209
LINC02489	0.316884462151394	1.8994936	2.58358602445039	5.44953965898909e-45	1.87785547377319e-42
NR0B2	1.3324171314741	3.8928044	1.54676404744454	1.86397308423408e-48	8.08062396097477e-46
SCGB3A1	52.2893083665339	180.6464272	1.78858082881049	3.54841786798151e-28	4.69824509633532e-26
ASB11	0.023208764940239	0.0486296	1.06716497344281	2.40345709083338e-09	6.21154996994419e-08
FCN3	3.81185816733068	19.1931218	2.332023042715	3.81988969777855e-30	5.40373659457326e-28
AP002856.2	0.0675776892430279	0.2285818	1.75809161391791	9.92810489510543e-11	3.10287910896097e-09
DAW1	0.610264143426295	1.266459	1.05329464111304	3.82054167157741e-13	1.65359934055809e-11
MYOCD	0.175562549800797	0.3611742	1.04070971089992	5.86267864374894e-11	1.90540600467574e-09
CXCL17	139.052806374502	302.4507612	1.12106743006674	4.52938101947723e-22	4.07159541944846e-20
AC123595.2	0.170467330677291	0.3591848	1.07523101982305	4.0277537969182e-14	1.909311579428e-12
NOL4	0.334511952191235	0.9099356	1.44370668365719	4.82507086348746e-05	0.000463503411968606
C1orf194	1.8868422310757	3.815775	1.01600230770118	5.05949743793927e-05	0.000483087645246649
AC011824.2	0.058308764940239	0.1933974	1.72978372967742	0.000409004899240158	0.00284503977271661
FGA	3.16321115537849	32.0631962	3.3414564777203	1.7662404254163e-46	6.78185859347704e-44
SLC17A8	0.0243521912350598	0.1970072	3.01612485822316	7.49816896277308e-27	9.46177396156877e-25
KRT72	0.496083665338645	0.2471686	-1.00508797741011	0.0053913187283528	0.0225924329249558
CST5	0.191829880478088	0.8061442	2.0712104656429	1.10693634855836e-33	1.98348234510344e-31
ERVFRD-1	0.171622310756972	0.3594682	1.06662703553586	2.51026694043424e-09	6.47513961852126e-08
SLC7A10	0.432345816733068	1.6130038	1.89949220194049	0.000585694157451529	0.00381353865406545
AC004832.1	0.204986454183267	0.5095416	1.31367135832375	3.73090032191971e-06	4.97416363355942e-05
AC011444.2	0.075297609561753	0.3558856	2.2407375888988	0.00306938701875373	0.014580944554624
LRRC52-AS1	0.031099203187251	0.073548	1.2418084940171	7.09110630342233e-23	6.85592644688437e-21
LINC01996	0.159278087649402	0.3594322	1.17417185478768	4.37873078889839e-22	3.9626776479465e-20
LONRF3	0.90905577689243	2.0632566	1.18248253369451	4.16315995459248e-20	3.29110038998637e-18
GYPE	0.267191633466135	0.582056	1.12328312885997	2.55097939704371e-12	9.96587561536931e-11
ENAM	0.0812553784860558	0.2037974	1.32660042934681	5.82429126297352e-17	3.57409362023293e-15
AL355499.1	0.0140589641434263	0.0332448	1.24163839711485	2.12202672430879e-08	4.63705969885948e-07
AC008674.1	0.0641083665338645	0.1702998	1.40949218594839	2.72815122710909e-05	0.000283007520965797
SLC5A8	0.699366135458167	2.506256	1.84141394039594	4.28191745287988e-32	6.81002232535535e-30
OTOP3	10.4052378486056	2.4779264	-2.0701047014282	0.00589032062042848	0.0242079568250576
LINC01827	0.203105179282869	0.4402038	1.11594456961114	2.82475985762473e-07	4.8637985556206e-06
GDF10	0.855611553784861	2.1165564	1.30669106350884	3.65515270197733e-16	2.0770231358086e-14
GPC5	0.624148605577689	1.4112746	1.17703725784123	4.96032180532603e-22	4.44411764945177e-20
ACADL	0.998749402390438	2.2962526	1.20108671496615	8.84542103232693e-24	9.17942959486036e-22
AC073862.3	0.0270398406374502	0.0849308	1.65120119044985	1.16085319581059e-08	2.65996693921543e-07
CTSG	1.58347370517928	3.552929	1.16591594835901	1.30890625777926e-09	3.51807823965909e-08
AC104211.1	0.0608239043824701	0.1300792	1.09667995650838	4.05974307419128e-11	1.34216204610225e-09
CFAP221	0.34106015936255	1.7710306	2.37649099652308	2.18604576354182e-52	1.25013910707398e-49
SCTR-AS1	0.0912450199203187	0.5180744	2.5053415713658	5.67180694217767e-41	1.60470344201949e-38
Z97206.1	0.634886852589642	0.1561338	-2.02371661533001	0.00127588014030913	0.00724553273002933
SRD5A2	0.446788844621514	0.9919948	1.15073939287032	4.84350805753582e-06	6.23784425349534e-05
PF4	0.3807203187251	0.8546036	1.16652382697189	1.39070749140188e-14	6.92211776924069e-13
AQP1	46.0335378486056	199.4906906	2.11556419503191	2.37685425130185e-46	8.75138199540974e-44
AC129507.2	0.188367330677291	0.6745272	1.84032784626504	1.83826266865945e-30	2.67074724368804e-28
LINC02836	0.30224422310757	0.1034218	-1.54717444556451	0.00175998113884588	0.00941388518405961
AC069431.1	0.56870796812749	0.2694654	-1.07758797854502	0.00436056962701262	0.0191196395489144
TRH	0.657802788844622	3.7863646	2.52508630920806	0.00990797139722344	0.0361849256732601
BAAT	0.284058964143426	0.8048212	1.50247787673477	2.5849100039815e-29	3.52676198411242e-27
NAGPA-AS1	0.0501645418326693	0.1974044	1.97641426786504	2.19646753976915e-37	4.79972801088742e-35
DPP6	0.115554581673307	0.2366926	1.03444013912472	6.06463518558781e-07	9.67390293876731e-06
